Municipio;Tipologia;Classificazione;Denominazione;Indirizzo;Singole;Doppie;Triple;Quadruple;Quintuple;Sestuple;Totale camere;Posti letto;Unita abitative;Posti letto unita abitative
Municipio VI (ex Mun VIII);Guest House o Affittacamere;Categoria 1;VILLA PUPINIA;VIA DI TORRE GAIA, 21;0;5;0;0;0;0;5;10;0;0
Municipio VI (ex Mun VIII);Guest House o Affittacamere;Categoria 2;SOGGIORNO TORRE GAIA;VIA DI TORRE GAIA, 34/36;3;1;2;0;0;0;6;11;0;0
Municipio VI (ex Mun VIII);Guest House o Affittacamere;Categoria 3;GIARDINETTI;VIA DI GIARDINETTI, 39;1;2;0;1;0;0;4;9;0;0
Municipio VI (ex Mun VIII);Guest House o Affittacamere;Categoria 3;GUEST HOUSE O AFFITTACAMERE PEGASO DI LEONE CAROLINA;VIA CASILINA, 1066;1;5;0;0;0;0;6;11;0;0
Municipio VI (ex Mun VIII);Guest House o Affittacamere;Categoria 3;TWINS;VIA DEL PADIGLIONE, 3;0;6;0;0;0;0;6;12;0;0
Municipio VI (ex Mun VIII);Guest House o Affittacamere;Categoria 3;TWINS 1 GUEST HOUSE O AFFITTACAMERE;VIA DEL PADIGLIONE, 3;1;4;0;0;0;0;5;9;0;0
Municipio VI (ex Mun VIII);Hostel;Unica;HOSTEL O OSTELLO CAMPUS X;VIA DI PASSO LOMBARDO, 341;68;69;0;0;0;0;137;206;0;0
Municipio VI (ex Mun VIII);Residence;Categoria 3;RESIDENCE TORRE;VIA DEL PADIGLIONE, 30;0;0;0;0;0;0;0;21;16;0
Municipio VII (ex Mun IX);Albergo;1 Stella;HOTEL ROI;PIAZZA DEI RE DI ROMA, 64;4;7;0;0;0;0;11;18;0;0
Municipio VII (ex Mun IX);Albergo;2 Stelle;ARCO DI TRAVERTINO;VIA VALGIA SILVILLA, 71;13;6;0;0;0;0;19;25;0;0
Municipio VII (ex Mun IX);Albergo;2 Stelle;LODI;VIA ORISTANO, 14;0;5;5;0;0;0;10;25;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;CILICIA;VIA CILICIA, 5;14;47;0;1;0;0;62;112;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;HOLIDAY INN EXPRESS ROME SAN GIOVANNI;VIA ASSISI, 51;1;110;9;0;0;0;120;248;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;HOTEL APPIA 442;VIA APPIA NUOVA, 442;3;5;0;0;0;0;8;13;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;HOTEL PICCADILLY;VIA MAGNAGRECIA, 122;19;34;2;0;0;0;55;93;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;RE DI ROMA;VIA VERCELLI, 21;1;31;5;1;0;0;38;82;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;ROMOLI HOTEL;VIA DELLA CAFFARELLETTA, 114;8;23;11;0;0;0;42;87;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;THE STRAND HOTEL;VIA TUSCOLANA, 892;13;4;1;0;0;0;18;24;0;0
Municipio VII (ex Mun IX);Albergo;3 Stelle;TUSCOLANA;VIA TUSCOLANA, 185;6;11;2;0;0;0;19;34;0;0
Municipio VII (ex Mun IX);Albergo;4 Stelle;CINEMUSIC;VIA TUSCOLANA, 128;10;18;1;0;0;0;29;49;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;BED & BREAKFAST  I RE DI ROMA;VIA PINEROLO, 43;0;1;1;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;BLUEROMA BED& BREAKFAST DI PAPPONETTI MATTEO;VIA POZZUOLI, 7;0;1;0;1;0;0;2;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;DOMUS APPIA MINOR BED&BREAKFAST;VIA APPIA NUOVA, 154;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;EDERA & GINESTRA DI DE PROSPERIS ALESSANDRA BED & BREAKFAST;VIA CERVETERI, 18;0;0;1;0;0;0;1;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;JUST ROME - Bed & Breakfast;VIA GABI, 17;0;2;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;LELE BED & BREAKFAST;PIAZZA DEI RE DI ROMA, 21;1;2;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;RomAntic Dreams Bed & Breakfast;VIA FREGENE, 16;0;4;0;0;0;0;4;8;0;0
Municipio VII (ex Mun IX);Bed & Breakfast imprenditoriale;Unica;St. John Rome Bed & Breakfast;VIA CORFINIO, 23;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;5 DEL CINQUE;VIA MAURITANIA, 5;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;95 SPEZIE;VIA LA SPEZIA, 95;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A CASA DI DALILA;VIA DI PORTA FURBA, 125;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A CASA DI ERICA;VIA ETRURIA, 44;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A CASA DI GADDO;VIA CORIOLANO, 35;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A CASA DI LUCA B&B;LARGO MAGNAGRECIA, 3;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A CASA DI SOFIA B&B;VIA GALLIA, 194;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A DUE PASSI DAL CENTRO;VIA AMITERNO, 54;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A HOME FOR HOLIDAY B&B;VIA SUESSOLA, 1;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ALBALONGA B&B;VIA ALBALONGA, 60;0;0;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ALENIC B&B;VIA DEGLI ORTI VARIANI, 8;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ALICE AND KIM'S BED AND BREAKFAST;VIA POMPEI, 22;0;0;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ALLE PORTE DI SAN GIOVANNI;VIA VEIO, 7;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ALTOBELLI B&B;VIA ENEA, 15;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;AMAZONIA;VIA GIUSEPPE SPADA, 13;0;0;0;0;0;0;2;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;APPIA NUOVA HOLIDAY B&B;VIA APPIA NUOVA, 421;0;2;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;APPIO-EURIALO 23 B&B;VIA EURIALO, 23;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;APPIO RE DI ROMA;VIA SAN REMO, 1;1;0;0;0;0;0;1;1;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;A ROOM FOR HOLIDAY B&B;VIA SUESSOLA, 1;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ART&INDUSTRY;VIA SALUZZO, 29;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ARY'S PLACE;VIA RAFFAELE DE CESARE, 71;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B 753 A.C.;VIA ETRURIA, 65;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B ALLA CAFFARELLA;VIA CENTURIPE, 11;0;0;1;0;0;0;1;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B AMO ROMA;VIA ETRURIA, 12;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BBANFITEATROCASTRENSE;VIALE CASTRENSE, 33;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B CERVETERI;VIA CERVETERI, 48;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B Clelia;VIA CLELIA, 94;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B COLAZIONE DA BUBI;VIA MAGNAGRECIA, 103;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B DAVILA 25;VIA ARRIGO DAVILA, 25;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B DI LEO;VIA GIUSEPPE SPADA, 12;0;0;0;0;0;0;0;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B EYES OF ROME;VIA TERNI, 22;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B & B FANI;VIA POZZUOLI, 7;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B Ibiscus;VIA GERACE, 1;0;2;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B LA CHIAVE DI ROMA;VIA CUMA, 5;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B LES SUITES;VIA BIELLA, 12;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B MAESTOSO;VIA PAOLO PARUTA, 3;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B MARTINI HOUSE;VIA VOGHERA, 31;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B PIAZZA TARQUINIA ROMA;VIA FREGENE, 67;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B&B PROFUMO DI ROMA;VIA GALLIA, 10;2;1;0;0;0;0;3;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B & B ROMA FAMOUS;VIA PANDOSIA, 60;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BBTUSCOLO;VIA CERVETERI, 18;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B.B. ZAFFIRO;VIA LA SPEZIA, 92;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BeB GUSTE';VIA FREGENE, 67;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;B e B TOMA;VIA APPIA NUOVA, 478;0;0;0;0;0;0;2;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED AND BREAKFAST FELICIA;VIA MAGNAGRECIA, 103;1;2;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED AND BREAKFAST PAPA;VIA CONCORDIA, 20;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED AND BREAKFAST SAN GIORGIO;VIA CONEGLIANO, 19;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & BREAKFAST A CASA DI MARINA;VIA MANLIO TORQUATO, 50;2;0;0;0;0;0;2;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & BREAKFAST *B&B DEI RE DI ROMA*;VIA CERVETERI, 14;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & BREAKFAST CASA DI LOLA;VIA FALERIA, 34;2;0;0;0;0;0;2;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & BREAKFAST COLISEUM;VIA MONZA, 32;0;2;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & BREAKFAST LETTO & LATTE;VIA GALLIA, 122;1;2;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;"BED & BREAKFAST ""LOCANDA LATINA""";VIA SATURNIA, 30;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & bREAKFAST ROMA SAN GIOVANNI;PIAZZA ASTI, 5;1;2;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;Bed & Breakfast Wandering San Giovanni;VIA ALTINO, 16;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & BREAKFAST WHITE APARTMENT IN SAN GIOVANNI;VIA BIELLA, 12;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BEDGASM;VIA APPIA NUOVA, 185;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BED & GREAKFAST DESIDERIO DI ROMA;VIA TUSCOLANA, 16;1;2;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BEL AMI';VIA CORFINIO, 23;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BREAKFAST IN BED;LARGO MAGNAGRECIA, 14;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;BWD&BREAKFAST URBAN PINE;VIA LA SPEZIA, 37;1;0;1;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CASA DI SILVIA;VIA POZZUOLI, 7;0;0;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CASA IREE;VIA ALBA, 56;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CATERINA B&B;VIA ASSISI, 7;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CENTRAL PALACE - KING OF ROME;VIA TUSCOLANA, 21;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CERVO BIANCO BED&BREAKFAST;VIA TARANTO, 95;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CITY ROOM;VIA VEIO, 52;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;CLOSE TO SAN GIOVANNI B&B;VIA IBERIA, 20;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;COFFEE AND THE CITY;VIA ROCCAPRIORA, 44;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;COLOSSEO SEVEN KINGS;VIA CERVETERI, 13;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DA BERNARDO AL 52;VIA VEIO, 52;1;1;1;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DA GIULIA BED & BREAKFAST;VIA DELLE CAVE, 136;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DI BLASIO B&B;VIA ALBALONGA, 7;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DOLCE VIRGINIA;VIA POMEZIA, 11;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DOMUS GALLIA;VIA SINUESSA, 24;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DOMUS MIRABILE;VIA VETULONIA, 39;0;0;0;1;0;0;1;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;DOMUS VEIO;VIA VEIO, 37;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;E LE ROSE;VIA MANLIO TORQUATO, 79;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;EMILIO B&B;VICOLO DI PORTA FURBA, 23;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;GALLIA HOUSE;VIA GALLIA, 184;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;GALLIA'S ROOM;VIA GALLIA, 194;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;GIANO BED & BREAKFAST;VIA SINUESSA, 19;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;HAPPY B&B;VIA TRACIA, 2;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;HOLIDAY HOME;VIA TUSCOLANA, 21;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;HOME 16 ROME;VIA TORTONA, 16;0;0;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;IL BORGHETTO ANTICO;VIA LANUVIO, 48;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;IL MAPPAMONDO;VIA AMITERNO, 12;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;IL MARITOZZO B & B;VIALE FURIO CAMILLO, 99;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;IL SOGGIORNO ROMANO;VIA TERNI, 74;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;IN WHITE;VIA ALBALONGA, 30;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ISABELLA ROOMS;VIA TARQUINIO PRISCO, 12;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;I TETTI DI ROMA B&B;VIA CASALMONFERRATO, 3;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;J&B BED & BREAKFAST;VIA TUSCOLANA, 650;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;KING PLAZA;PIAZZA DEI RE DI ROMA, 57;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;KINGSQUARE B&B;VIA PINEROLO, 2;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LA CORTE SCONTA B&B - ROMA;VIA NORCIA, 16;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LA DOLCE VITA;VIA DELLE CAVE, 136;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LE CINQUE C;VIA ILLIRIA, 18;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LE DUE CIVETTE;VIA FREGENE, 6;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LE MURA LATINE;VIA ACAIA, 50;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LES AMIS DE BIDOU ROOMS B&B;VIA AQUILIO MANIO, 11;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LETIZIA CIANETTI B&B;VIA CORFINIO, 23;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LISELLA B&B;VIA POZZUOLI, 7;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LOL B&B;VIA ETRURIA, 42;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;LOLLI MASSIMO;VIA ARRIGO DAVILA, 61;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;L'OTTAVO RE DI ROMA;PIAZZA DEI RE DI ROMA, 64;0;1;1;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;MARTHOUSE - non abilitata;VIA DACIA, 32;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;METRO SAN GIOVANNI;VIA AMITERNO, 3;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;MUSIC GUESTHOUSE;VIA RIMINI, 25;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;MYROMA;VIA SIRIA, 20;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;MY SUNRISE IN ROME;VIA APPIA NUOVA, 197;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;NASTAS B&B;VIA LA SPEZIA, 139;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;NAW ROME;VIA LA SPEZIA, 95;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;NIK & NIK;VIA MACEDONIA, 92;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;NIKY B&B;VIA FOLIGNO, 27;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;NONNA LIA;VIA LAVINIO, 18;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;PAOLA AND MIRKO B&B;VIA TOR CALDARA, 5;1;1;0;0;0;0;2;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;PETITE MAISON B&B;VIA ROCCAPRIORA, 56;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;QUASI QUASI DORMO QUI BED&BREAKFAST;CIRCONVALLAZIONE APPIA, 41;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;READYROME;VIA DEGLI ORTI VARIANI, 61;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;RIM;VIA CASORIA, 38;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ROMA DI NOTE;VIA LA SPEZIA, 62;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ROMAMI;VIA APPIA NUOVA, 166;0;0;0;0;0;0;0;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ROME 4 ROOMS;VIA SAN REMO, 3;0;0;0;0;0;0;3;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ROME AND BREAKFAST;VIA IVREA, 20;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ROOME B&B;VIA NICASTRO, 11;0;0;0;0;0;0;2;5;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;SOGNANDO ROMA BED & BREAKFAST;VIA CUMA, 2;1;1;1;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;SONIA&SON;VIA POMEZIA, 11;0;0;1;0;0;0;1;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;SOTTOSOPRASANNIO;VIA SANNIO, 48;0;0;0;0;0;0;2;4;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;STASERA A CASA DA M.E.;VIA TUSCOLANA, 268;1;1;1;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ST. JOHN'S BALCONY;VIALE CASTRENSE, 7;0;3;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;ST.JOHN VILLA;VIA METAPONTO, 7;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;SUITE B&B ROMA;VIALE CASTRENSE, 33;0;0;1;0;0;0;1;3;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;TARTALUCA;VIA TUSCOLANA, 650;0;1;0;0;0;0;1;2;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;TATA;VIA LA SPEZIA, 95;0;0;0;0;0;0;3;6;0;0
Municipio VII (ex Mun IX);Bed & Breakfast non imprenditoriale;Unica;TERRAZZA SOTTO LE STELLE;VIALE CASTRENSE, 7;0;0;0;0;0;0;3;6;0;0
