Municipio;Tipologia;Classificazione;Denominazione;Indirizzo;Singole;Doppie;Triple;Quadruple;Quintuple;Sestuple;Totale camere;Posti letto;Unita abitative;Posti letto unita abitative
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MERULANA SUITE INT.17;VIA LABICANA, 58;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MERULANA SUITE -NAVONA;VIA DEI BANCHI NUOVI, 44;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MILLE ROMA HOTEL;VIA ALFREDO CAPPELLINI, 29;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MINERVA;VIA DI S. TEODORO, 28;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MONTAGNA DARIO;VIA FRANCESCO CRISPI, 64;3;0;0;0;0;0;3;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MONTI RETREAT;VIA DEI CIANCALEONI, 39;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE MOOD FAMILY;VICOLO DELLA TORRETTA, 46;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE NAVONA FOUR;VIA DEI SEDIARI, 8;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE NAVONA ONE;VIA DEI SEDIARI, 8;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE NEL CUORE DI ROMA SRLS;VIA MONTEBELLO, 108;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE NICE APARTMENT - MILAZZO;VIA MILAZZO, 29;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE PANTHEON LUXURY APARTMENT;PIAZZA DI PIETRA, 63;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE PANTHEON NIGHT;VIA DEGLI SPAGNOLI, 25;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE PIRANESI CHARMSUITE;VIA LABICANA, 92;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE POLACCHI 42;VIA DEI POLACCHI, 42;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE RED PASSION BLACK DALIA;PIAZZA DELLE CINQUE SCOLE, 31;0;0;0;1;0;0;1;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE RESIDENZA NAZIONALE;VIA NAZIONALE, 5;1;3;0;0;0;0;4;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE RESIDENZA TREVI;VIA IN ARCIONE, 88;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE RHOME ZOO COLOSSEO;VIA DEL BOSCHETTO, 126;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE RIPA'S TOP HOUSE;VIA DI S. FRANCESCO A RIPA, 93;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE RITA'S HISTORIC CENTER HOUSE;VIA DI PALLACORDA, 9;0;0;2;0;0;0;2;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROMA MERULANA SUITE INT.6;VIA LABICANA, 58;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROMAN APARTMENT CAVOUR;VIA CAVOUR, 116;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROMANCE LUXURY GARDEN;VIA GAETA, 79;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROMANE CAMPO DE' FIORI DI CASTELLUCCIA;VIA DEI BANCHI VECCHI, 27;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROMAN GOLD;VIA CAVOUR, 47;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROMANTIQUE APARTMENTS COLOSSEO;VIA MERULANA, 13;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;casa e appartamento per vacanze ROMEFINESTAY APARTMENT LUCE;VIA DELLA LUCE, 55;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROME NICE APARTMENT -CAMPO DE FIORI;CAMPO DE' FIORI, 3;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROME NICE APARTMENT CONTE VERDE;VIA CONTE VERDE, 16;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ROSE ROMA;VIA DEL CORSO, 504;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SALES TOP HOUSE;VIA DI S. FRANCESCO DI SALES, 49;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;casa e appartamento per vacanze San Carlo executive apartment;VIA DEL CORSO, 92;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SAN COSIMATO 56;PIAZZA DI S. COSIMATO, 56;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SANT'ANGELO DESIGN&ART APARTMENT;VIA DI S. ANGELO IN PESCHERIA, 28;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;casa e appartamento per vacanze sixteen;VICOLO DELLA TORRE, 16;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SPAGNA EXCLUSIVE HOME;VIA DEI DUE MACELLI, 60;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE STELLA ELSA SUITE;VIA PRINCIPE AMEDEO, 79/A;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SUITE ARGENTINA DI GELLI VALERIO;VIA DELL'ARCO DE' GINNASI, 3;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE FIREFLY;VIA LEOPARDI, 54;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;Casa e appartamento per vacanze the place at the roman forum;VIA DEGLI IBERNESI, 32;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE ROMAN RESIDENCE;VIA DI S. SEBASTIANELLO, 9;0;0;3;0;0;0;3;9;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 1;VIA DEL MANCINO, 8;0;0;1;0;0;0;1;3;4;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 2;VIA DEL MANCINO, 8;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 3;VIA DEL MANCINO, 8;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 4;VIA DEL MANCINO, 8;1;3;0;0;0;0;4;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 5;VIA DEL MANCINO, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 6;VIA DEL MANCINO, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 7;VIA DEL MANCINO, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE THE TELEGRAPH SUITES 8;VIA DEL MANCINO, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE TRASTEVERE MINI APARTMENT;VIA NATALE DEL GRANDE, 21;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE TRASTEVERE WITHLOVE;VIA GOFFREDO MAMELI, 56;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE TRITONE 46;VIA DEL TRITONE, 46;1;2;0;0;1;0;4;10;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE YELLOW BUTTERFLY;VIA DELLA SCALA, 9;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE ZEFFIRO;VIA DEGLI AVIGNONESI, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;"CASA E APPART. PER VACANZE ""TERMINI BINARIO 1""";VIA CARLO CATTANEO, 31;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;casa minerva-pantheon apartments;VIA DI TORRE ARGENTINA, 18;0;3;1;0;0;0;4;9;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA PER VACANZE TRASTEVERE BIG POP;VIA LUIGI SANTINI, 21;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA ROMANA AI CORONARI CASA E APPARTAMENTO PER VACANZE;VIA DI MONTE GIORDANO, 5;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA ROMA NAVONA;VICOLO DELLA PALOMBA, 1;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASATUA AL TETTO DI ROMA;VIA GIOVANNI LANZA, 91;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASATUA A MONTI;VIA DEI QUATTRO CANTONI, 72/B;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZA DOMUS CAMILLA 2015;VIA EMANUELE FILIBERTO, 161;0;0;0;0;0;0;2;4;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZA ROMA TRASTEVERE;VIA DELLA SCALA, 75;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZA TRASTEVERE;VIALE DI TRASTEVERE, 231;0;0;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZA VALENTINO EIGHT;VIA FILIPPO TURATI, 34;0;0;0;0;0;0;4;11;2;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE COLOSSEO ROME APARTMENT GREEN;VIA CAVOUR, 294;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE COLOSSEO ROME APARTMENT ORANGE;VIA CAVOUR, 294;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE COLOSSEO ROME APARTMENT RED;VIA CAVOUR, 294;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE GREAT SUITE;VIA DI S. MARTINO AI MONTI, 13;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE LUPA;VICOLO DELLA PALOMBA, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE MORO;VIA DEL MORO, 33;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE ORTI L'ALIBERT;VIA DEGLI ORTI D'ALIBERT, 4;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE PELLICCIA;VIA DELLA PELLICCIA, 11;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. BENEDETTA;VIA BENEDETTA, 21;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CALDERARI 1;VIA DI S. MARIA DE' CALDERARI, 24;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CALDERARI 2;VIA DI S. MARIA DE' CALDERARI, 24;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CARROZZE;VIA DELLE CARROZZE, 44;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CARROZZE DUE;VIA DELLE CARROZZE, 44;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CIMARRA;VIA CIMARRA, 37;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CIMARRA DUE;VIA CIMARRA, 37;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CIPRESSO;VIA DEL CIPRESSO, 1;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. CORSINI;VIA CORSINI, 10/C;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. COSIMATO;PIAZZA DI S. COSIMATO, 63;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. FARINI;VIA FARINI, 62;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. FIENAROLI;VIA DEI FIENAROLI, 36;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. MATTONATO;VIA DEL MATTONATO, 6;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. NAZIONALE 1;VIA NAZIONALE, 230;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. NAZIONALE 2;VIA NAZIONALE, 230;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. PORTO DI RIPETTA;PIAZZA DEL PORTO DI RIPETTA, 1;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. RIPETTA 1;VIA DI RIPETTA, 258;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. RIPETTA 2;VIA DI RIPETTA, 258;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. SANT'AMBROGIO;VIA DI S. AMBROGIO, 7;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. SPECCHI;VIA DEGLI SPECCHI, 13;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. TRASTEVERE;VIALE DI TRASTEVERE, 40;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. TRE CANNELLE;VIA DELLE TRE CANNELLE, 22;1;0;0;0;0;0;1;1;5;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASA VACANZE S.I. URBANA;VIA URBANA, 125;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASE APPARTAMENTI PER VACANZE SUITEURBANAE APPARTAMENTO 2;VIA URBANA, 156;0;1;0;0;0;0;1;2;3;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASE APPARTAMENTI PER VACANZE SUITE URBANAE APPARTAMENTO 3;VIA URBANA, 156;0;0;0;1;0;0;1;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASE APPARTAMENTI PR VACANZE SUITE URBANAE APPARTAMENTO 1;VIA URBANA, 156;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CASE E APPARTAMENTI PER VACANZE CIAK LUXURY;VIA DELLA MERCEDE, 12/A;0;0;0;0;0;0;0;0;1;4
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;case e appartamenti per vacanze SAVELLI IMPERIAL;VICOLO SAVELLI, 30;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;C.A.V. EASE ROMA;VIA DI S. NICOLA DA TOLENTINO, 45;0;0;0;0;0;0;0;0;1;3
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;C.A.V. SANT'ANGELO TERRACE SQUARE NAVONA;VIA DEI BANCHI NUOVI, 21;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;C.A.V. SPANISH STEPS SUITE 128;VIA FRATTINA, 128;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CELINE;PIAZZA DEL PORTO DI RIPETTA, 1;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CENTRO ROMA;VIA MERULANA, 117;1;0;2;0;0;0;3;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CHALTRHOME;VIA MARCO AURELIO, 49;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CIANCALONI FLAT;VIA DEI CIANCALEONI, 45/A;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CIAO BELLA STELLA CASA E APPARTAMENTO PER VACANZE;VIA DELLA MADDALENA, 39;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;CLAUDIA HOLIDAYS;VIA ANTONIO ROSMINI, 12;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;COLISEUM SUITE CASA E APPARTAMENTO PER VACANZE;VIA DI S. MARTINO AI MONTI, 11;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;COLOSSEUM ART DECO' CASA E APPARTAMENTO PER VACANZE;VIA ISIDE, 3;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;COLOSSEUM IMPERIALI VIEW ROME casa e appartamento per vacanze;VIA DEL COLOSSEO, 31;3;0;0;1;0;0;4;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;COMFORTAGIO CASA E APPARTAMENTO PER VACANZE;VIA DI PORTA PINCIANA, 36;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;COMME VOTRE MAISON;VIA DI MONTE GIORDANO, 46;0;0;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;comme votre maison cav;VIA DI MONTE GIORDANO, 46;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DANDOLO TRASTEVERE TERRACE;VIA DANDOLO, 24;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DESIGN HOUSE TRASTEVERE ROMA CASA E APPARTAMENTO PER VACANZE;VIA DELLA SCALA, 10;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DIAMONDS & RUST;VICOLO DEL BOLOGNA, 32;0;0;0;0;0;0;1;2;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOLCE VITA ROMA;VIA DEL MANCINO, 10;0;0;0;0;0;0;4;8;4;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS AUREA 295;VIA CAVOUR, 295;1;3;0;0;0;0;4;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS COLOSSEUM;VICOLO DEL BUON CONSIGLIO, 25;0;0;0;0;0;0;2;2;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS FLAVIA IN TREVI;VIA DEI MARONITI, 11;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS RASELLA 1;VIA RASELLA, 152;0;2;0;0;0;0;2;4;2;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS RASELLA 3;VIA RASELLA, 152;0;1;3;0;0;0;4;11;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS RASELLA 4;VIA RASELLA, 152;0;0;1;2;0;0;3;11;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS RASELLA 5;VIA RASELLA, 152;0;1;2;0;0;0;3;8;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DOMUS SAN CLEMENTE casa e appartamento per vacanze;VIA DI S. GIOVANNI IN LATERANO, 210;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;DREAM HOME CASA E APPARTAMENTO PER VACANZE;VIA MILAZZO, 3;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;ELIGIO CAMPO DEI FIORI ROME;VIA DI S. ELIGIO, 4;0;0;0;0;0;0;0;0;2;4
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;ELISA SCENT OF ROME;VIA NAZIONALE, 5;0;3;0;0;0;0;3;6;3;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;EXCLUSIVE IN ROME! ARCO DEGLI ACETARI;ARCO DEGLI ACETARI, 27;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FAMILY SUITE DI RESIDENZA BOURBON;VIA GIOSUE' CARDUCCI, 2;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FASHION DISTRICT TOWN HOUSE;VIA DEL CORSO, 504;0;5;0;0;0;0;5;10;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FASHION DISTRICT TOWN HOUSE 2;VIA DEL CORSO, 504;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FELINE HOUSE;VIA DEI RIARI, 59;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 10;VIA DELLA FREZZA, 56;0;1;0;0;0;0;1;2;0;0
